EntryDate,ExitDate,Asset,Direction,EntryPrice,ExitPrice,StopLoss,Target,PositionSize,Contracts,GrossPnL,TransactionCost,NetPnL
2011-09-23,2011-09-23,6N,Bearish,0.7811,0.7711198672499999,0.7842885,0.7707345,1.0,1.0,998.0132750000092,7.0,991.0132750000092
2011-09-27,2011-09-27,6N,Bearish,0.7747,0.7792664385,0.778877,0.7637689999999999,1.0,1.0,-456.6438499999936,7.0,-463.6438499999936
2011-10-26,2011-10-26,6N,Bearish,0.7926,0.7972714364999999,0.7968729999999999,0.7837810000000001,1.0,1.0,-467.1436499999903,7.0,-474.1436499999903
2011-10-28,2011-10-31,6N,Bearish,0.8206,0.8108442194999999,0.823987,0.8104389999999999,1.0,1.0,975.5780500000144,7.0,968.5780500000144
2011-11-02,2011-11-02,6N,Bearish,0.7908,0.7810563329999999,0.7941779999999999,0.780666,1.0,1.0,974.3667000000066,7.0,967.3667000000066
2011-11-03,2011-11-03,6N,Bearish,0.78,0.7840158119999999,0.783624,0.771,1.0,1.0,-401.5811999999896,7.0,-408.5811999999896
2011-11-04,2011-11-07,6N,Bearish,0.7928,0.7978437224999999,0.797445,0.7828649999999999,1.0,1.0,-504.37224999999586,7.0,-511.37224999999586
2011-12-09,2011-12-09,6N,Bearish,0.7721,0.7750793460000001,0.774692,0.763124,1.0,1.0,-297.93460000000493,7.0,-304.93460000000493
2011-12-15,2011-12-15,6N,Bearish,0.7502,0.7526631434999999,0.7522869999999999,0.7399390000000001,1.0,1.0,-246.31434999998757,7.0,-253.31434999998757
2012-01-19,2012-01-19,6N,Bullish,0.8003,0.7976519745000001,0.7980510000000001,0.8051,1.0,1.0,-264.8025499999873,7.0,-271.8025499999873
2012-01-20,2012-01-20,6N,Bullish,0.7995,0.7972121945,0.797611,0.8051,1.0,1.0,-228.7805499999962,7.0,-235.7805499999962
2012-01-22,2012-01-23,6N,Bullish,0.8024,0.805588254375,0.8011725000000001,0.8059912499999999,1.0,1.0,318.8254375000032,7.0,311.8254375000032
2012-01-31,2012-01-31,6N,Bullish,0.8169,0.8219888000000001,0.8147485,0.8224,1.0,1.0,508.8800000000115,7.0,501.8800000000115
2012-02-01,2012-02-01,6N,Bullish,0.8224,0.8271862000000001,0.8198305,0.8276,1.0,1.0,478.62000000000734,7.0,471.62000000000734
2012-02-02,2012-02-02,6N,Bullish,0.8306,0.833866608125,0.8289774999999999,0.83428375,1.0,1.0,326.6608125000015,7.0,319.6608125000015
2012-03-08,2012-03-08,6N,Bearish,0.8141,0.8167216567499999,0.8163134999999999,0.8093,1.0,1.0,-262.1656749999812,7.0,-269.1656749999812
2012-04-11,2012-04-11,6N,Bearish,0.8104,0.81280269825,0.8123965,0.8044105000000001,1.0,1.0,-240.2698249999946,7.0,-247.2698249999946
2012-04-17,2012-04-17,6N,Bearish,0.8161,0.8186181045,0.8182090000000001,0.809773,1.0,1.0,-251.81045000000069,7.0,-258.8104500000007
2012-04-25,2012-04-25,6N,Bearish,0.8111,0.81361410375,0.8132075000000001,0.8059,1.0,1.0,-251.41037499999408,7.0,-258.4103749999941
2012-05-20,2012-05-21,6N,Bearish,0.755,0.7574835525,0.757105,0.7506,1.0,1.0,-248.3552499999986,7.0,-255.3552499999986
2012-06-03,2012-06-04,6N,Bearish,0.7542,0.756444033,0.756066,0.7462020000000001,1.0,1.0,-224.40329999999787,7.0,-231.40329999999787
2012-06-07,2012-06-07,6N,Bearish,0.7697,0.7724975557499999,0.7721115,0.7616655,1.0,1.0,-279.7555749999847,7.0,-286.7555749999847
2012-06-12,2012-06-12,6N,Bearish,0.7684,0.7714575359999999,0.771072,0.759984,1.0,1.0,-305.7535999999916,7.0,-312.7535999999916
2012-06-13,2012-06-13,6N,Bearish,0.7766,0.7799167635,0.7795270000000001,0.7686189999999999,1.0,1.0,-331.67635000000973,7.0,-338.67635000000973
2012-06-21,2012-06-21,6N,Bearish,0.7959,0.7885025542499999,0.7982305,0.7881085,1.0,1.0,739.744575000012,7.0,732.744575000012
2012-06-22,2012-06-22,6N,Bearish,0.783,0.785984796,0.7855920000000001,0.7752239999999999,1.0,1.0,-298.4796000000012,7.0,-305.4796000000012
2012-07-26,2012-07-26,6N,Bearish,0.787,0.7892049052500001,0.7888105000000001,0.7815684999999999,1.0,1.0,-220.49052500000553,7.0,-227.49052500000553
2012-07-27,2012-07-27,6N,Bearish,0.7973,0.7997406705,0.799341,0.7915770000000001,1.0,1.0,-244.0670499999964,7.0,-251.0670499999964
2012-08-23,2012-08-23,6N,Bullish,0.8145,0.812537528,0.812944,0.819568,1.0,1.0,-196.24719999999928,7.0,-203.24719999999928
2012-09-07,2012-09-07,6N,Bearish,0.8004,0.80231045475,0.8019095,0.7954714999999999,1.0,1.0,-191.0454749999957,7.0,-198.0454749999957
2012-10-25,2012-10-25,6N,Bullish,0.8179,0.8155710105,0.815979,0.8232629999999999,1.0,1.0,-232.89894999999336,7.0,-239.89894999999336
2012-11-09,2012-11-09,6N,Bearish,0.8113,0.81317588475,0.8127695,0.8073,1.0,1.0,-187.58847500000007,7.0,-194.58847500000007
2012-11-11,2012-11-12,6N,Bearish,0.8127,0.8148767347499999,0.8144695,0.8077915,1.0,1.0,-217.6734749999909,7.0,-224.6734749999909
2013-01-04,2013-01-04,6N,Bearish,0.8225,0.8180658285000001,0.823981,0.8176570000000002,1.0,1.0,443.4171499999917,7.0,436.4171499999917
2013-01-06,2013-01-07,6N,Bearish,0.8284,0.83012335425,0.8297085,0.8228745,1.0,1.0,-172.335424999992,7.0,-179.335424999992
2013-01-10,2013-01-10,6N,Bullish,0.8354,0.8402661567499999,0.8335045000000001,0.8406864999999999,1.0,1.0,486.6156749999906,7.0,479.6156749999906
2013-01-11,2013-01-11,6N,Bullish,0.8403,0.8382316745000001,0.838651,0.845647,1.0,1.0,-206.83254999999122,7.0,-213.83254999999122
2013-02-01,2013-02-01,6N,Bullish,0.8373,0.841579,0.8355225000000001,0.842,1.0,1.0,427.8999999999922,7.0,420.8999999999922
2013-02-08,2013-02-08,6N,Bearish,0.8314,0.8336226029999999,0.833206,0.8259820000000001,1.0,1.0,-222.26029999998786,7.0,-229.26029999998786
2013-02-28,2013-02-28,6N,Bearish,0.8253,0.8277451657499999,0.8273315,0.8212,1.0,1.0,-244.5165749999867,7.0,-251.5165749999867
2013-04-05,2013-04-05,6N,Bullish,0.837,0.83487985125,0.8352974999999999,0.8408,1.0,1.0,-212.0148749999995,7.0,-219.0148749999995
2013-04-12,2013-04-12,6N,Bullish,0.8594,0.8574110800000001,0.85784,0.8639,1.0,1.0,-198.89199999999494,7.0,-205.89199999999494
2013-04-16,2013-04-16,6N,Bullish,0.8397,0.8449083345000002,0.838623,0.8453310000000002,1.0,1.0,520.8334500000244,7.0,513.8334500000244
2013-04-17,2013-04-17,6N,Bullish,0.8461,0.8435435172500001,0.8439655,0.8513034999999999,1.0,1.0,-255.64827499998665,7.0,-262.64827499998665
2013-04-18,2013-04-18,6N,Bullish,0.8413,0.8390812495000001,0.839501,0.847097,1.0,1.0,-221.87504999999774,7.0,-228.87504999999774
2013-05-09,2013-05-09,6N,Bullish,0.843,0.840441569,0.840862,0.8498139999999998,1.0,1.0,-255.8430999999972,7.0,-262.8430999999972
2013-05-10,2013-05-10,6N,Bullish,0.8377,0.8352776522500001,0.8356955,0.8441134999999999,1.0,1.0,-242.23477499999422,7.0,-249.23477499999422
2013-05-16,2013-05-16,6N,Bearish,0.8237,0.8173479697499999,0.8263535,0.8169394999999999,1.0,1.0,635.2030250000084,7.0,628.2030250000084
2013-05-24,2013-05-24,6N,Bearish,0.8081,0.8115520732499999,0.8111465,0.8001605,1.0,1.0,-345.20732499998536,7.0,-352.20732499998536
2013-07-11,2013-07-11,6N,Bearish,0.788,0.77989025025,0.7909665,0.7795005,1.0,1.0,810.9749750000005,7.0,803.9749750000005
2013-07-12,2013-07-12,6N,Bearish,0.7806,0.7840668375,0.783675,0.7713749999999998,1.0,1.0,-346.6837499999986,7.0,-353.6837499999986
2013-08-25,2013-08-26,6N,Bearish,0.7804,0.7828262174999999,0.782435,0.7714,1.0,1.0,-242.62174999999385,7.0,-249.62174999999385
2013-08-29,2013-08-30,6N,Bearish,0.7807,0.7737866999999999,0.7833414999999999,0.7734,1.0,1.0,691.3300000000011,7.0,684.3300000000011
2013-09-05,2013-09-06,6N,Bearish,0.7892,0.7920468254999999,0.791651,0.7818470000000001,1.0,1.0,-284.6825499999927,7.0,-291.6825499999927
2013-09-25,2013-09-26,6N,Bearish,0.8199,0.8227511699999999,0.82234,0.8129799999999999,1.0,1.0,-285.1169999999903,7.0,-292.1169999999903
2013-10-03,2013-10-03,6N,Bearish,0.8268,0.82985421975,0.8294395,0.8204815000000002,1.0,1.0,-305.42197499999753,7.0,-312.42197499999753
2013-10-24,2013-10-24,6N,Bullish,0.8385,0.83639809175,0.8368165,0.8451505,1.0,1.0,-210.19082500000064,7.0,-217.19082500000064
2013-10-31,2013-10-31,6N,Bearish,0.8222,0.8251288582499999,0.8247165,0.8168,1.0,1.0,-292.8858249999888,7.0,-299.8858249999888
2013-11-10,2013-11-11,6N,Bearish,0.8234,0.8253014445,0.824889,0.8168,1.0,1.0,-190.144449999996,7.0,-197.144449999996
2013-11-21,2013-11-21,6N,Bearish,0.8254,0.8190908407500002,0.8276395,0.8186815000000002,1.0,1.0,630.9159249999863,7.0,623.9159249999863
2013-11-22,2013-11-22,6N,Bearish,0.8213,0.8152073999999999,0.823531,0.8148,1.0,1.0,609.2600000000115,7.0,602.2600000000115
2013-12-08,2013-12-08,6N,Bearish,0.8277,0.82401330075,0.8236015000000001,0.8139954999999999,1.0,1.0,368.66992499999805,7.0,361.66992499999805
2013-12-12,2013-12-12,6N,Bearish,0.8273,0.829790688,0.829376,0.8198719999999998,1.0,1.0,-249.06879999999632,7.0,-256.0687999999963
2013-12-19,2013-12-24,6N,Bearish,0.8157,0.8147071499999999,0.817663,0.8090109999999999,1.0,1.0,99.28500000000452,7.0,92.28500000000452
2014-01-05,2014-01-06,6N,Bullish,0.8223,0.82076091425,0.8211714999999999,0.8284855,1.0,1.0,-153.90857500000575,7.0,-160.90857500000575
2014-01-07,2014-01-07,6N,Bullish,0.8247,0.8223271307500001,0.8227385,0.8301844999999999,1.0,1.0,-237.2869249999909,7.0,-244.2869249999909
2014-01-08,2014-01-08,6N,Bullish,0.8238,0.821818885,0.8222299999999999,0.8282,1.0,1.0,-198.11149999999776,7.0,-205.11149999999776
2014-01-09,2014-01-09,6N,Bullish,0.8221,0.82021418775,0.8206245,0.8273265000000002,1.0,1.0,-188.5812250000063,7.0,-195.5812250000063
2014-01-10,2014-01-10,6N,Bullish,0.8208,0.8253046412499999,0.8190275,0.8257174999999999,1.0,1.0,450.46412499999406,7.0,443.46412499999406
2014-01-12,2014-01-13,6N,Bullish,0.8249,0.8283798528750002,0.8244705,0.8287942500000001,1.0,1.0,347.98528750001884,7.0,340.98528750001884
2014-01-15,2014-01-15,6N,Bullish,0.8332,0.83089984225,0.8313155,0.8380534999999999,1.0,1.0,-230.01577500000312,7.0,-237.01577500000312
2014-01-16,2014-01-16,6N,Bullish,0.8298,0.82769244675,0.8281065,0.8348805,1.0,1.0,-210.75532500000048,7.0,-217.75532500000048
2014-01-17,2014-01-17,6N,Bullish,0.8314,0.8294230810000001,0.829838,0.8364860000000002,1.0,1.0,-197.69189999999656,7.0,-204.69189999999656
2014-01-24,2014-01-24,6N,Bullish,0.8254,0.82322768025,0.8236395,0.8314815000000001,1.0,1.0,-217.23197499999844,7.0,-224.23197499999844
2014-01-30,2014-01-30,6N,Bullish,0.8183,0.8161287315000001,0.8165370000000001,0.8239889999999999,1.0,1.0,-217.12684999999342,7.0,-224.12684999999342
2014-03-07,2014-03-07,6N,Bullish,0.8468,0.84947505,0.8453485,0.8499,1.0,1.0,267.5050000000012,7.0,260.5050000000012
2014-03-09,2014-03-10,6N,Bullish,0.8452,0.8445285245,0.844951,0.8519,1.0,1.0,-67.14754999999073,7.0,-74.14754999999073
2014-03-11,2014-03-11,6N,Bullish,0.8466,0.8443885945,0.844811,0.8515670000000002,1.0,1.0,-221.14054999999854,7.0,-228.14054999999854
2014-03-12,2014-03-12,6N,Bullish,0.8451,0.849706934,0.843556,0.8501319999999999,1.0,1.0,460.6934000000007,7.0,453.6934000000007
2014-03-19,2014-03-19,6N,Bullish,0.856,0.8540777475,0.854505,0.8607,1.0,1.0,-192.2252499999999,7.0,-199.2252499999999
2014-03-20,2014-03-20,6N,Bullish,0.8474,0.8453441165000001,0.845767,0.8530989999999999,1.0,1.0,-205.58834999999664,7.0,-212.58834999999664
2014-05-01,2014-05-01,6N,Bearish,0.8576,0.859915743,0.859486,0.8527420000000001,1.0,1.0,-231.57429999999255,7.0,-238.57429999999255
2014-05-04,2014-05-05,6N,Bullish,0.8637,0.8616959365,0.862127,0.8692190000000001,1.0,1.0,-200.40635000000418,7.0,-207.40635000000418
2014-05-07,2014-05-07,6N,Bullish,0.8679,0.8659558055000001,0.866389,0.8728330000000001,1.0,1.0,-194.41944999999404,7.0,-201.41944999999404
2014-05-30,2014-05-30,6N,Bearish,0.8477,0.8497231492499999,0.8492985,0.8438,1.0,1.0,-202.31492499999115,7.0,-209.31492499999115
2014-06-06,2014-06-06,6N,Bearish,0.8478,0.8494239997499999,0.8489995,0.8434015,1.0,1.0,-162.3999749999938,7.0,-169.3999749999938
2014-06-08,2014-06-09,6N,Bearish,0.8496,0.8515045394999999,0.851079,0.845163,1.0,1.0,-190.45394999999132,7.0,-197.45394999999132
2014-06-19,2014-06-19,6N,Bullish,0.8649,0.8630612535,0.863493,0.8691210000000001,1.0,1.0,-183.87465000000435,7.0,-190.87465000000435
2014-07-04,2014-07-04,6N,Bullish,0.8687,0.8671392135000001,0.867573,0.872481,1.0,1.0,-156.07864999999111,7.0,-163.07864999999111
2014-07-16,2014-07-17,6N,Bearish,0.8676,0.86442749775,0.8688015,0.8639955000000001,1.0,1.0,317.25022499999864,7.0,310.25022499999864
2014-07-31,2014-07-31,6N,Bearish,0.8453,0.8469332549999999,0.84651,0.8424,1.0,1.0,-163.3254999999889,7.0,-170.3254999999889
2014-08-07,2014-08-07,6N,Bearish,0.8442,0.8459332552499998,0.8455104999999999,0.8394685000000001,1.0,1.0,-173.32552499998985,7.0,-180.32552499998985
2014-08-21,2014-08-21,6N,Bearish,0.8357,0.83371514925,0.836801,0.8332985,1.0,1.0,198.48507499999891,7.0,191.48507499999891
2014-09-07,2014-09-07,6N,Bearish,0.8305,0.831199392,0.8307840000000001,0.8264,1.0,1.0,-69.93920000000209,7.0,-76.93920000000209
2014-09-09,2014-09-09,6N,Bearish,0.8268,0.8245968423749999,0.8280435,0.8241847499999999,1.0,1.0,220.31576250001183,7.0,213.31576250001183
2014-09-10,2014-09-10,6N,Bearish,0.8251,0.8223109499999999,0.8266585,0.8219,1.0,1.0,278.9050000000071,7.0,271.9050000000071
2014-09-11,2014-09-11,6N,Bearish,0.8196,0.817307699625,0.8209005,0.8168992500000001,1.0,1.0,229.2300374999945,7.0,222.2300374999945
2014-09-17,2014-09-17,6N,Bearish,0.8121,0.8079037499999999,0.8135705000000001,0.8075,1.0,1.0,419.62500000001234,7.0,412.62500000001234
2014-09-30,2014-09-30,6N,Bearish,0.7708,0.7730233185,0.772637,0.7656890000000001,1.0,1.0,-222.33184999999042,7.0,-229.33184999999042
2014-10-01,2014-10-01,6N,Bearish,0.7751,0.7773244679999999,0.776936,0.7695920000000002,1.0,1.0,-222.44679999998684,7.0,-229.44679999998684
2014-10-02,2014-10-02,6N,Bearish,0.7728,0.7748952539999999,0.774508,0.7668759999999999,1.0,1.0,-209.525399999988,7.0,-216.525399999988
2014-10-03,2014-10-03,6N,Bearish,0.7834,0.778074843,0.785438,0.777686,1.0,1.0,532.5157000000024,7.0,525.5157000000024
2014-10-05,2014-10-06,6N,Bearish,0.7709,0.7739282707499999,0.7735415,0.7653754999999999,1.0,1.0,-302.82707499998946,7.0,-309.82707499998946
2014-10-09,2014-10-09,6N,Bearish,0.7856,0.788245926,0.787852,0.7784439999999999,1.0,1.0,-264.59260000000205,7.0,-271.59260000000205
2014-10-10,2014-10-13,6N,Bearish,0.781,0.7838487285,0.7834570000000001,0.7736289999999999,1.0,1.0,-284.87284999999525,7.0,-291.87284999999525
2014-10-16,2014-10-16,6N,Bearish,0.7919,0.7844765422500001,0.7946385,0.7840845000000001,1.0,1.0,742.3457749999973,7.0,735.3457749999973
2014-10-17,2014-10-20,6N,Bearish,0.7901,0.793210407,0.792814,0.7815580000000001,1.0,1.0,-311.04069999999814,7.0,-318.04069999999814
2014-10-31,2014-10-31,6N,Bearish,0.7805,0.7836841462499999,0.7832925,0.7731,1.0,1.0,-318.4146249999964,7.0,-325.4146249999964
2014-12-10,2014-12-10,6N,Bearish,0.7686,0.771251433,0.770866,0.762202,1.0,1.0,-265.14330000000365,7.0,-272.14330000000365
2014-12-12,2014-12-12,6N,Bearish,0.7784,0.781616613,0.781226,0.7711219999999999,1.0,1.0,-321.6612999999979,7.0,-328.6612999999979
2014-12-17,2014-12-17,6N,Bearish,0.7721,0.7652069122499998,0.7746585,0.7648244999999999,1.0,1.0,689.3087750000193,7.0,682.3087750000193
2015-01-15,2015-01-15,6N,Bearish,0.7669,0.76912887225,0.7687445,0.7617664999999999,1.0,1.0,-222.88722500000134,7.0,-229.88722500000134
2015-01-16,2015-01-16,6N,Bullish,0.7799,0.7775510300000001,0.7779400000000001,0.7849,1.0,1.0,-234.89699999998948,7.0,-241.89699999998948
2015-01-18,2015-01-19,6N,Bullish,0.7743,0.7722496820000001,0.7726360000000001,0.7808919999999999,1.0,1.0,-205.03179999998844,7.0,-212.03179999998844
2015-02-04,2015-02-04,6N,Bearish,0.7306,0.7337116725,0.733345,0.722365,1.0,1.0,-311.16724999999957,7.0,-318.16724999999957
2015-03-08,2015-03-09,6N,Bearish,0.7364,0.7378887599999999,0.73752,0.7293,1.0,1.0,-148.87599999998667,7.0,-155.87599999998667
2015-03-12,2015-03-12,6N,Bearish,0.7303,0.7238397389999999,0.732574,0.723478,1.0,1.0,646.0261000000078,7.0,639.0261000000078
2015-03-13,2015-03-13,6N,Bearish,0.7402,0.7337972152500001,0.7428565,0.7334305000000001,1.0,1.0,640.2784749999889,7.0,633.2784749999889
2015-03-19,2015-03-19,6N,Bearish,0.7439,0.736359996,0.7469359999999999,0.7359920000000001,1.0,1.0,754.0003999999989,7.0,747.0003999999989
2015-04-15,2015-04-15,6N,Bullish,0.7466,0.7534725752500002,0.7441835,0.7538495000000002,1.0,1.0,687.257525000018,7.0,680.257525000018
2015-04-16,2015-04-16,6N,Bullish,0.7548,0.7620058065,0.752271,0.762387,1.0,1.0,720.5806500000023,7.0,713.5806500000023
2015-04-24,2015-04-24,6N,Bullish,0.7544,0.75151255575,0.7518885,0.7623344999999999,1.0,1.0,-288.7444249999982,7.0,-295.7444249999982
2015-04-30,2015-04-30,6N,Bullish,0.7574,0.7542681772500001,0.7546455,0.7648635,1.0,1.0,-313.18227499999017,7.0,-320.18227499999017
2015-05-01,2015-05-01,6N,Bullish,0.757,0.7540113057500001,0.7543885,0.7648345,1.0,1.0,-298.86942499999236,7.0,-305.86942499999236
2015-05-06,2015-05-06,6N,Bullish,0.7468,0.7438513882500001,0.7442235,0.7541295,1.0,1.0,-294.8611749999941,7.0,-301.8611749999941
2015-05-14,2015-05-14,6N,Bullish,0.7508,0.7477854202500002,0.7481595000000001,0.7579214999999999,1.0,1.0,-301.4579749999857,7.0,-308.4579749999857
2015-05-29,2015-05-29,6N,Bearish,0.7174,0.71225595,0.7197870000000001,0.7119,1.0,1.0,514.4050000000066,7.0,507.40500000000657
2015-06-03,2015-06-04,6N,Bearish,0.7179,0.7110058252499998,0.7203165,0.7106504999999999,1.0,1.0,689.4174750000204,7.0,682.4174750000204
2015-06-10,2015-06-10,6N,Bearish,0.7144,0.7076426444999999,0.7166370000000001,0.707289,1.0,1.0,675.7355500000117,7.0,668.7355500000117
2015-07-08,2015-07-08,6N,Bearish,0.6623,0.6645010845,0.664169,0.6582,1.0,1.0,-220.10845000000057,7.0,-227.10845000000057
2015-07-09,2015-07-10,6N,Bullish,0.6676,0.66540663025,0.6657394999999999,0.6735815,1.0,1.0,-219.33697499999514,7.0,-226.33697499999514
2015-07-21,2015-07-21,6N,Bearish,0.6549,0.6573870292499999,0.6570585,0.6484245000000002,1.0,1.0,-248.70292499998837,7.0,-255.70292499998837
2015-08-02,2015-08-04,6N,Bearish,0.6579,0.65944105575,0.6591115000000001,0.6498655,1.0,1.0,-154.10557499999643,7.0,-161.10557499999643
2015-08-05,2015-08-05,6N,Bearish,0.6514,0.65383925625,0.6535124999999999,0.6467,1.0,1.0,-243.9256249999966,7.0,-250.9256249999966
2015-08-13,2015-08-13,6N,Bearish,0.6594,0.6620198445,0.661689,0.652533,1.0,1.0,-261.9844499999968,7.0,-268.9844499999968
2015-08-25,2015-08-25,6N,Bearish,0.6449,0.64766617125,0.6473425,0.6383724999999999,1.0,1.0,-276.61712500000044,7.0,-283.61712500000044
2015-09-09,2015-09-09,6N,Bearish,0.6372,0.6293280067500001,0.6397955,0.6290135000000001,1.0,1.0,787.1993249999875,7.0,780.1993249999875
2015-09-11,2015-09-14,6N,Bearish,0.6311,0.63425146725,0.6339345000000001,0.6241,1.0,1.0,-315.1467250000039,7.0,-322.1467250000039
2015-09-20,2015-09-21,6N,Bullish,0.6351,0.6331412710000001,0.6334580000000001,0.6432259999999999,1.0,1.0,-195.87289999999368,7.0,-202.87289999999368
2015-09-25,2015-09-25,6N,Bearish,0.6295,0.631967826,0.631652,0.6222439999999999,1.0,1.0,-246.78260000000617,7.0,-253.78260000000617
2015-10-14,2015-10-14,6N,Bullish,0.6618,0.6676749954999999,0.659597,0.6680089999999999,1.0,1.0,587.4995499999814,7.0,580.4995499999814
2015-10-16,2015-10-16,6N,Bullish,0.681,0.67823421325,0.6785734999999999,0.6869,1.0,1.0,-276.57867500000543,7.0,-283.57867500000543
2015-10-29,2015-10-29,6N,Bearish,0.6657,0.6683470064999999,0.668013,0.6587609999999999,1.0,1.0,-264.70064999999374,7.0,-271.70064999999374
2015-11-04,2015-11-04,6N,Bearish,0.6642,0.65922945,0.66632,0.6589,1.0,1.0,497.05500000000177,7.0,490.05500000000177
2015-11-20,2015-11-20,6N,Bearish,0.655,0.6573285,0.657,0.6486000000000001,1.0,1.0,-232.84999999999556,7.0,-239.84999999999556
2015-12-03,2015-12-03,6N,Bullish,0.6637,0.6679658500000001,0.6620244999999999,0.6683,1.0,1.0,426.5850000000126,7.0,419.5850000000126
2015-12-06,2015-12-06,6N,Bullish,0.6726,0.6718968835000001,0.6722330000000001,0.6784,1.0,1.0,-70.31164999998785,7.0,-77.31164999998785
2015-12-10,2015-12-14,6N,Bullish,0.6724,0.6701237705,0.670459,0.6782229999999999,1.0,1.0,-227.62294999999486,7.0,-234.62294999999486
2015-12-17,2015-12-17,6N,Bullish,0.6729,0.67006430025,0.6703994999999999,0.6792015000000001,1.0,1.0,-283.5699750000087,7.0,-290.5699750000087
2016-01-05,2016-01-05,6N,Bearish,0.6715,0.6661944307499998,0.6733795,0.6658614999999999,1.0,1.0,530.5569250000142,7.0,523.5569250000142
2016-01-12,2016-01-13,6N,Bearish,0.6529,0.6487242,0.654815,0.6484,1.0,1.0,417.5800000000063,7.0,410.5800000000063
2016-01-15,2016-01-15,6N,Bearish,0.6469,0.64183325625,0.6485625,0.6415125,1.0,1.0,506.67437500000466,7.0,499.67437500000466
2016-01-21,2016-01-21,6N,Bearish,0.645,0.6469703235,0.6466470000000001,0.638859,1.0,1.0,-197.03235000000373,7.0,-204.03235000000373
2016-01-22,2016-01-22,6N,Bearish,0.6523,0.6461329050000001,0.65433,0.6458100000000001,1.0,1.0,616.70949999999,7.0,609.70949999999
2016-02-04,2016-02-04,6N,Bearish,0.6633,0.6662739704999999,0.665941,0.6557769999999999,1.0,1.0,-297.39704999999225,7.0,-304.39704999999225
2016-03-06,2016-03-06,6N,Bullish,0.6802,0.6791777412500002,0.6795175000000001,0.68572375,1.0,1.0,-102.22587499998382,7.0,-109.22587499998382
2016-03-10,2016-03-10,6N,Bearish,0.6634,0.6663520094999998,0.6660189999999999,0.6567430000000001,1.0,1.0,-295.20094999998526,7.0,-302.20094999998526
2016-03-11,2016-03-11,6N,Bearish,0.6681,0.6711404025,0.670805,0.6607850000000001,1.0,1.0,-304.0402499999928,7.0,-311.0402499999928
2016-03-17,2016-03-17,6N,Bearish,0.6707,0.6735701167499999,0.6732334999999999,0.6630995000000001,1.0,1.0,-287.0116749999929,7.0,-294.0116749999929
2016-03-31,2016-03-31,6N,Bullish,0.6876,0.69355305,0.6853684999999999,0.6939,1.0,1.0,595.3050000000015,7.0,588.3050000000015
2016-04-03,2016-04-04,6N,Bullish,0.687,0.6855440565,0.685887,0.6941,1.0,1.0,-145.5943500000001,7.0,-152.5943500000001
2016-04-28,2016-04-28,6N,Bullish,0.6911,0.6888284135000001,0.689173,0.697681,1.0,1.0,-227.15864999999224,7.0,-234.15864999999224
2016-04-29,2016-05-02,6N,Bullish,0.6947,0.700775437,0.692558,0.7011259999999999,1.0,1.0,607.5437000000016,7.0,600.5437000000016
2016-05-04,2016-05-04,6N,Bearish,0.6914,0.6854360467500001,0.6932355,0.6850935000000001,1.0,1.0,596.3953249999876,7.0,589.3953249999876
2016-06-01,2016-06-01,6N,Bearish,0.6779,0.6798492547499999,0.6795095,0.6730714999999998,1.0,1.0,-194.92547499999625,7.0,-201.92547499999625
2016-06-02,2016-06-03,6N,Bearish,0.6817,0.6837667124999999,0.683425,0.676525,1.0,1.0,-206.67124999999007,7.0,-213.67124999999007
2016-06-05,2016-06-06,6N,Bearish,0.6948,0.6906121335,0.6967110000000001,0.690267,1.0,1.0,418.7866500000025,7.0,411.7866500000025
2016-06-26,2016-06-26,6N,Bullish,0.7064,0.70819422575,0.7085485,0.7175544999999999,1.0,1.0,179.42257499999891,7.0,172.42257499999891
2016-07-12,2016-07-12,6N,Bullish,0.7206,0.7275765297499999,0.7182865,0.7279404999999999,1.0,1.0,697.6529749999848,7.0,690.6529749999848
2016-07-22,2016-07-26,6N,Bearish,0.6986,0.70136000475,0.7010095000000001,0.6931,1.0,1.0,-276.0004750000045,7.0,-283.0004750000045
2016-08-17,2016-08-17,6N,Bullish,0.7267,0.7243746315,0.724737,0.7328,1.0,1.0,-232.53684999999803,7.0,-239.53684999999803
2016-09-02,2016-09-02,6N,Bullish,0.7286,0.7346449937500001,0.7264625,0.7350125000000001,1.0,1.0,604.4993750000116,7.0,597.4993750000116
2016-09-04,2016-09-06,6N,Bullish,0.7288,0.7345405460000002,0.726364,0.7349080000000001,1.0,1.0,574.0546000000179,7.0,567.0546000000179
2016-09-09,2016-09-09,6N,Bullish,0.7403,0.7379338485,0.7383029999999999,0.746691,1.0,1.0,-236.6151499999969,7.0,-243.6151499999969
2016-11-02,2016-11-02,6N,Bearish,0.7192,0.7210528462499999,0.7206925,0.7147224999999999,1.0,1.0,-185.28462499999284,7.0,-192.28462499999284
2016-11-10,2016-11-10,6N,Bullish,0.728,0.72612425625,0.7264875,0.7329375,1.0,1.0,-187.57437499999918,7.0,-194.57437499999918
2016-11-11,2016-11-11,6N,Bearish,0.7201,0.715389516,0.721656,0.715032,1.0,1.0,471.0483999999959,7.0,464.0483999999959
2016-11-15,2016-11-15,6N,Bearish,0.7118,0.7067622044999998,0.713597,0.7064089999999998,1.0,1.0,503.77955000001634,7.0,496.77955000001634
2016-12-15,2016-12-15,6N,Bearish,0.7116,0.7060253362500001,0.7134425,0.7056725000000001,1.0,1.0,557.466374999993,7.0,550.466374999993
